x1,x2
649.717,408.948
651.653,407.576
656.822,404.413
666.265,405.851
677.633,422.233
658.89,423.485
651.982,405.494
672.052,407.011
670.847,408.632
657.077,430.289
652.932,426.518
671.731,423.434
660.159,427.968
654.74,403.568
655.575,423.995
656.675,428.186
668.086,410.843
664.854,425.268
659.941,427.911
672.815,411.67
662.709,433.692
677.008,413.23
659.909,430.494
671.031,411.541
669.627,432.195
675.071,420.609
679.284,414.946
678.78,433.907
666.966,423.605
690.879,416.73
681.697,409.25
675.845,435.078
690.213,411.887
670.073,427.874
679.389,423.253
687.056,423.481
666.998,421.361
687.169,423.034
674.32,428.229
698.15,410.332
688.881,417.489
690.003,435.659
701.857,419.35
693.097,436.614
683.942,415.128
676.829,419.456
691.854,434.495
679.251,409.985
685.24,423.963
707.733,418.346
695.854,431.061
693.112,431.742
695.263,414.358
705.698,423.296
703.041,423.962
692.993,428.132
697.739,429.703
684.757,435.707
690.089,412.747
710.435,415.752
708.675,424.838
705.902,429.111
697.65,421.311
706.024,424.216
701.034,421.857
701.053,433.312
711.233,423.725
719.018,406.612
711.844,418.167
730.296,404.179
720.145,422.666
729.345,413.407
711.18,409.459
715.891,411.995
717.796,420.94
722.068,420.668
727.378,418.466
709.581,411.514
710.858,408.848
715.986,401.181
723.734,407.582
720.687,428.303
712.416,409.576
724.367,414.28
711.659,408.128
729.748,410.799
725.084,406.826
734.723,423.037
721.424,405.566
722.183,412.778
727.221,425.715
717.325,410.94
729.88,397.699
730.035,415.168
715.084,422.811
732.513,424.759
719.134,425.018
717.156,410.952
729.489,414.788
734.203,419.114
724.15,407.52
726.787,418.635
724.084,402.336
713.677,406.951
734.301,407.726
737.565,416.642
725.94,400.161
738.143,403.222
719.68,395.712
715.46,415.307
729.912,396.057
736.958,402.4
738.965,413.487
725.515,403.532
739.556,408.515
720.02,399.339
735.219,394.954
737.243,411.552
738.72,405.198
735.458,411.887
712.418,398.977
739.301,412.289
732.959,408.038
726.328,412.487
716.079,409.505
734.756,408.295
724.733,396.501
734.398,404.557
714.258,395.873
722.001,397.561
735.222,391.022
715.678,390.543
730.159,395.948
734.052,399.629
725.419,390.457
710.779,385.305
734.659,407.054
713.78,390.518
714.54,387.475
721.393,404.842
708.132,400.79
707.555,396.369
731.514,403.585
705.89,396.954
733.384,401.379
709.848,382.717
708.945,385.209
708.025,404.337
710.676,392.679
725.18,383.678
722.817,381.743
712.51,393.272
702.722,400.053
709.859,395.087
706.983,392.31
706.743,380.118
712.679,398.156
725.342,388.455
722.648,385.632
692.426,373.576
711.218,390.213
717.699,395.672
692.387,391.099
709.774,388.115
694.767,388.784
693.439,378.422
690.096,380.107
708.325,397.404
712.843,396.276
710.846,377.206
701.065,380.716
707.284,387.215
713.517,389.582
703.309,383.41
702.517,388.131
694.715,397.965
700.155,371.454
706.606,396.321
704.36,395.578
692.966,380.368
691.134,384.864
692.826,380.443
701.239,380.025
709.001,386.862
703.869,387.942
691.704,373.823
683.226,384.593
685.087,377.76
683.453,395.066
702.76,390.54
700.563,374.448
681.322,390.121
682.832,380.423
708.072,391.778
701.946,402.047
687.531,392.914
696.276,394.239
705.875,387.933
700.911,380.26
685.226,395.156
699.84,377.57
700.253,399.808
700.741,392.84
692.449,386.995
692.867,382.254
702.895,388.646
697.951,403.837
681.839,383.255
677.774,384.738
693.56,406.838
690.336,391.973
683.485,405.591
694.588,400.247
686.043,396.052
701.719,398.791
684.431,385.432
682.933,396.788
702.793,408.014
691.332,387.976
694.97,406.924
688.277,415.524
684.426,411.427
695.155,394.632
686.663,415.837
680.105,395.329
690.073,398.739
679.97,401.656
692.453,406.326
675.39,415.903
685.973,405.981
697.074,416.004
678.423,419.112
681.42,409.714
700.855,418.751
697.824,409.734
697.207,416.003
687.425,420.423
701.194,400.518
682.11,395.622
673.132,408.639
700.156,420.031
698.686,398.52
674.496,398.342
684.336,411.095
695.98,409.505
687,410.627
674.054,408.461
680.644,403.692
700.01,422.143
683.055,403.386
690.044,401.288
687.373,401.773
679.471,425.268
672.087,428.603
670.457,401.508
691.193,414.865
690.685,419.972
695.555,418.511
684.243,406.662
677.322,420.479
670.794,423.187
686.289,416.111
684.528,418.457
680.534,430.781
695.154,411.915
686.581,420.454
695.736,421.909
684.623,422.032
684.741,414.033
688.237,408.535
671.4,423.4
679.234,414.103
688.493,407.951
666.318,430.063
687.631,420.513
675.837,426.547
692.102,428.489
673.272,419.33
691.625,408.739
680.486,429.459
681.432,429.106
676.017,412.968
663.368,435.37
673.048,423.587
672.694,421.029
679.66,428.662
688.125,416.475
686.174,427.523
678.69,412.312
659.775,437.876
668.834,439.984
671.464,425.322
673.101,415.365
659.381,433.298
668.91,421.376
686.107,424.427
677.299,418.026
670.378,415.188
658.585,422.371
673.368,433.848
674.564,428.768
662.051,420.408
661.741,422.876
660.733,421.916
681.264,429.049
655.898,415.315
669.14,426.274
656.278,421.08
658.552,416.074
663.044,420.379
654.796,416.626
666.922,427.301
678.263,441.415
669.247,425.098
660.407,443.492
659.15,441.467
655.077,439.086
655.924,427.638
659.228,433.407
652.325,422.746
651.107,440.511
648.41,436.785
654.14,425.145
666.596,422.759
653.117,435.709
663.407,442.48
661.767,442.723
655.433,436.487
654.463,443.546
630.759,416.728
637.103,443.235
650.77,417.259
647.346,428.191
656.281,431.428
656.188,431.266
651.942,438.963
644.694,416.759
639.585,419.447
634.913,442.169
631.2,424.277
624.467,423.629
639.283,415.68
642.338,438.566
633.298,421.842
620.214,425.372
623.905,434.499
625.528,420.914
644.93,435.55
637.896,430.63
621.576,426.684
623.717,431.29
621.503,421.438
634.013,435.996
626.465,427.768
638.222,425.054
641.459,431.779
643.442,434.204
627.191,427.252
616.519,427.909
621.404,424.998
622.607,422.013
624.889,413.658
625.375,413.09
627.434,408.121
620.373,406.745
623.274,415.68
633.463,407.613
638.629,410.279
635.324,424.235
637.62,404.113
613.32,412.583
630.342,403.473
632.501,415.352
639.922,414.903
631.331,417.565
615.924,419.167
633.059,410.628
640.094,412.534
620.679,403.617
617.914,412.222
624.258,419.379
627.707,412.709
623.456,403.358
615.03,418.097
639.391,399.922
632.412,404.537
628.514,419.715
636.563,397.236
613.831,404.195
627.785,411.63
620.573,405.494
639.204,417.163
639.147,409.538
640.372,390.145
640.495,405.652
632.944,399.895
633.473,391.251
643.727,398.435
643.673,390.631
629.104,396.794
643.222,403.355
624.935,398.132
637.269,398.916
623.229,398.022
625.924,402.541
628.694,386.011
624.344,411.575
636.43,398.684
639.186,396.6
648.017,405.912
630.476,396.124
640.596,388.272
638.839,400.297
633.052,400.141
636.435,398.841
626.543,387.666
647.977,410.015
628.886,392.31
634.944,385.038
641.957,404.642
643.792,397.794
650.373,385.106
655.223,383.747
632.298,393.695
640.461,383.697
653.073,394.041
637.976,394.537
644.764,392.911
649.43,404.716
643.356,384.188
667.395,398.255
641.795,384.528
665.016,384.175
648.302,377.773
661.97,402.895
655.819,379.031
642.247,388.77
668.399,377.757
651.808,402.682
660.881,373.947
658.521,384.801
664.334,384.654
676.146,390.354
657.507,382.528
677.356,388.186
662.922,393.448
678.736,400.047
656.915,393.676
672.669,386.925
665.684,382.062
662.034,397.984
674.328,373.07
686.379,389.684
664.741,375.652
672.128,395.186
667.649,374.054
688.625,385.738
668.247,387.827
666.805,389.047
697.902,388.579
692.131,403.578
694.642,401.849
689.551,387.39
693.047,396.585
691.691,387.554
684.557,393.107
679.508,378.995
684.742,385.989
675.938,392.587
685.333,403.824
707.338,380.629
708.343,401.432
689.217,387.63
704.995,391.777
699.884,401.376
686.445,393.387
698.422,395.216
696.325,407.698
691.658,399.882
706.112,412.435
721.896,402.625
705.203,411.058
705.232,403.781
717.25,390.522
707.815,384.621
708.574,404.984
705.087,394.858
711.778,408.313
698.984,398.507
728.666,416.085
706.675,402.258
707.77,400.53
726.399,402.782
711.877,413.933
707.779,390.958
720.67,392.5
717.584,409.946
728.632,388.97
721.427,397.202
743.495,408.974
730.68,415.178
720.052,413.266
742.156,398.698
726.688,415.631
725.883,405.868
742.85,408.371
721.828,389.451
722.332,406.93
726.782,410.565
724.664,393.382
742.825,412.122
745.561,410.529
743.504,387.633
728.264,412.493
742.806,407.369
740.682,394.178
735.478,411
749.982,401.592
732.562,401.242
756.488,406.24
736.782,403.409
754.644,388.973
735.875,405.388
737.702,408.344
754.6,401.025
732.567,400.723
728.991,402.682
736.84,385.81
750.873,398.553
750.919,409.477
759.129,391.794
732.331,390.58
751.684,385.321
747.498,400.802
741.557,399.185
759.19,389.249
755.281,389.502
747.895,384.875
737.91,405.248
750.475,402.078
752.651,405.566
750.644,387.189
740.265,394.328
747.289,389.609
739.346,403.656
743.722,402.687
745.458,404.241
739.503,399.567
754.019,379.743
751.947,402.921
742.131,385.118
749.03,380.829
747.941,396.057
760.778,388.496
748.65,377.728
759.72,379.63
748.32,402.834
742.462,388.337
736.832,376.676
733.664,388.167
747.623,394.827
732.408,385.168
739.005,375.736
731.391,389.769
739.435,380.2
732.035,376.846
751.465,382.802
740.883,377.967
752.059,396.417
728.834,369.36
732.914,376.316
748.937,381.009
734.067,392.612
733.903,393.58
748.319,385.768
741.743,373.956
737.649,374.824
727.881,383.215
729.662,368.022
710.611,370.563
710.939,381.543
733.794,384.476
734.993,383.498
722.763,365.611
718.209,389.045
728.514,380.658
713.208,389.068
712.363,366.387
734.669,372.512
706.391,373.122
722.507,379.692
696.237,378.287
710.293,360.993
703.441,358.933
706.651,381.769
704.497,374.113
709.831,360.692
702.39,356.352
697.033,369.047
693.846,365.811
703.148,352.318
711.65,377.53
687.55,375.864
688.534,377.923
710.836,376.955
704.709,371.505
702.58,380.194
704.492,358.445
708.204,377.43
688.728,372.802
679.491,367.819
699.18,369.947
676.79,353.209
677.184,378.242
688.92,361.699
690.924,359.415
680.857,356.704
700.168,376.737
694.239,362.209
692.579,379.078
674.861,364.562
688.435,365.994
691.022,379.124
672.906,371.116
672.551,363.159
674.345,355.163
680.521,360.055
682.711,377.005
678.365,357.056
657.451,370.618
658.708,379.513
660.22,378.458
683.178,363.415
678.807,371.312
660.06,373.473
678.469,355.831
665.332,367.425
667.613,355.837
683.819,361.834
662.895,373.435
669.031,363.041
658.457,365.794
653.071,384.275
656.241,366.01
645.778,368.488
666.38,368.395
670.045,365.404
664.829,380.114
649.43,374.296
634.366,373.094
651.377,383.061
649.261,381.284
641.967,375.92
660.423,388.352
640.585,381.328
662.166,388.918
643.133,371.497
649.107,365.401
637.127,363.198
646.305,371.72
627.541,371.473
639.913,387.587
632.574,386.687
635.97,371.42
645.847,376.742
639.25,367.206
628.35,371.939
648.286,384.293
631.69,383.269
638.674,382.618
641.903,373.051
628.839,389.673
647.602,376.707
626.624,392.958
630.283,370.36
620.709,388.244
632.349,394.991
644.098,373.953
645.681,375.448
629.236,382.81
621.602,393.787
624.702,394.644
629.38,373.823
640.868,394.404
622.798,393.7
616.111,376.144
619.81,392.661
630.665,377.75
623.852,376.102
639.528,387.099
639.124,385.626
631.219,380.635
641.817,401.82
630.276,385.536
623.728,387.628
633.249,392.817
628.68,399.9
622.639,403.53
626.65,402.992
624.582,388.644
630.727,402.765
641.005,393.12
619.198,389.923
632.362,405.469
629.009,387.786
630.32,395.786
631.426,410.518
628.163,396.931
636.928,391.644
635.526,419.03
622.888,420.486
616.887,410.187
625.225,422.682
630.104,423.134
630.905,420.026
640.764,421.66
636.566,404.635
619.139,417.803
633.262,401.064
623.916,429.773
634.865,409.923
639.945,418.702
639.134,415.636
633.103,414.851
640.746,409.776
634.862,413.688
620.361,407.616
627.268,428.55
642.946,431.674
637.154,424.562
646.347,411.449
632.911,428.191
628.816,413.543
627.847,430.24
645.169,433.181
635.136,431.482
640.357,417.156
639.381,431.655
630.905,413.127
641.019,442.474
633.066,439.536
639.309,432.798
653.389,419.99
642.1,417.103
651.929,434.065
638.666,415.319
637.937,418.435
635.085,439.933
633.364,415.401
633.844,441.559
643.174,433.66
635.876,422.367
641.206,444.227
654.854,439.291
649.781,443.529
648.65,423.842
648.176,441.374
649.405,438.638
642.805,432.028
651.17,426.049
654.59,428.821
663.926,447.351
658.899,422.013
661.588,445.204
644.096,446.42
653.068,440.81
650.519,427.5
663.029,427.329
655.447,445.328
654.26,443.173
655.103,449.502
659.9,440.728
650.319,431.805
674.889,429.618
653.047,449.826
648.534,440.638
661.842,451.199
656.95,433.189
658.045,435.137
659.15,443.253
672.997,439.144
685.889,442.248
673.099,441.761
663.564,426.782
664.375,426.961
680.931,448.219
668.748,444.265
679.254,435.542
681.975,425.277
684.341,424.26
683.366,429.28
676.322,443.565
692.398,426.873
681.247,424.899
697.011,430.946
688.051,431.984
687.389,429.14
694.476,430.243
689.284,441.577
682.122,421.094
698.669,446.514
698.315,423.946
689.223,435.456
688.94,440.73
682.594,426.811
697.903,428.935
687.547,434.291
687.997,425.345
705.449,429.742
709.125,433.877
695.045,438.48
712.435,436.367
697.535,432.083
699.709,421.56
702.334,440.497
707.479,438.059
697.315,439.933
701.025,422.265
701.257,420.088
714.074,422.263
708.612,437.475
717.446,430.847
715.932,421.481
712.53,439.645
720.345,415.062
706.312,435.673
725.482,424.68
719.524,425.702
717.416,437.577
735.624,422.475
735.784,420.221
711.323,425.16
729.748,418.392
726.361,412.796
728.253,410.349
728.286,431.504
709.126,426.467
717.328,436.006
719.253,411.665
732.85,425.198
735.979,431.212
737.155,431.778
734.633,432.715
713.171,417.404
713.781,418.583
730.016,424.02
726.513,430.87
736.478,430.724
726.248,412.693
739.631,419.298
730.084,418.717
733.027,418.282
731.597,420.1
729.199,408.673
731.339,420.411
724.313,404.838
724.761,411.068
726.49,415.911
743.371,425.44
727.072,401.336
745.751,417.757
725.752,425.916
730.035,406.644
720.676,404.943
741.432,407.799
727.044,412.594
736.923,427.43
720.564,425.809
726.4,403.008
741.738,396.068
724.366,402.934
743.25,400.782
733.621,420.18
748.809,403.887
721.5,420.294
734.356,405.7
744.451,405.051
731.799,409.98
727.008,415.156
739.832,417.883
725.763,409.513
724.756,398.163
748.334,410.214
730.588,397.33
729.836,400.709
722.698,399.505
728.796,401.171
738.84,408.378
736.83,393.756
746.228,396.694
745.449,414.995
736.622,413.004
728.452,412.65
732.945,400.248
730.89,395.336
732.222,413.807
746.42,389.304
735.909,393.462
748.226,414.634
729.916,399.521
727.802,409.285
720.828,408.284
719.905,397.869
736.973,405.396
746.87,393.403
721.275,396.235
719.293,394.377
735.197,401.544
730.511,396.653
742.788,410.894
739.438,409.768
734.491,396.84
723.055,404.086
733.138,386.367
719.82,397.7
742.112,411.156
740.916,402.997
723.434,413.467
744.148,406.91
724.286,386.602
739.42,404.922
727.716,394.945
719.839,396.561
738.37,391.585
731.827,388.277
734.438,399.493
734.843,389.67
721.903,409.961
736.242,395.419
725.524,392.8
725.059,388.532
727.84,403.437
717.324,405.727
720.821,402.361
739.721,401.926
722.593,403.453
740.245,397.604
731.374,410.602
727.508,396.446
456.381,503.354
442.26,516.273
384.531,539.5
495.985,575.2
434.125,505.967
422.864,481.211
442.074,540.79
390.001,503.881
389.802,540.263
394.123,505.946
509.16,461.084
445.693,515.628
417.293,482.642
403.732,473.537
511.145,570.805
469.378,535.835
508.491,494.674
429.608,509.655
383.111,468.692
505.334,546.276
414.358,589.555
488.075,530.571
402.197,555.287
420.493,503.636
461.176,515.359
446.069,537.453
458.514,595.305
394.195,489.227
422.891,504.675
513.919,551.83
494.87,602.553
524.073,563.522
449.565,532.837
521.509,500.935
443.547,516.322
505.538,607.804
481.564,537.114
410.696,584.626
514.842,567.689
475.328,546.171
530.591,552.141
422.221,554.555
516.527,499.017
471.543,531.183
466.044,537.813
433.266,547.836
515.557,552.579
525.369,509.453
505.753,571.918
528.599,564.679
521.72,627.974
496.688,576.863
466.291,522.213
481.459,570.748
469.635,600.937
501.037,552.667
473.047,593.187
531.539,499.303
518.417,589.474
454.333,573.945
474.04,632.081
425.112,504.818
537.053,560.669
498.724,598.646
476.402,605.292
450.725,562.317
537.374,600.179
451.065,628.421
439.692,545.927
499.357,579.335
510.914,641.851
423.377,539.085
454.808,566.588
523.234,557.913
473.818,558.302
463.934,509.938
509.194,560.907
516.981,637.148
413.796,547.423
478.619,614.636
503.621,542.282
506.855,642.09
535.503,652.052
532.675,628.716
522.611,624.747
436.701,611.279
450.672,616.185
548.094,549.659
444.808,590.017
452.968,525.507
497.672,594.44
423.707,575.162
490.461,645.28
546.287,650.328
466.837,649.703
477.914,559.3
438.222,538.744
426.276,597.305
427.809,562.283
497.976,560.351
510.716,538.496
521.29,550.276
536.957,545.617
493.024,639.359
459.872,606.005
454.443,596.497
520.231,668.62
491.977,592.115
544.854,539.478
436.97,612.582
521.246,618.304
514.186,673.781
549.33,587.846
482.276,612.241
472.987,579.698
500.308,593.515
474.367,646.042
564.838,671.034
444.827,588.755
497.614,607.425
501.999,631.003
468.888,641.387
546.89,669.613
449.318,596.346
506.142,672.112
554.125,625.81
450.121,632.257
547.073,615.702
562.407,642.649
455.368,678.398
466.338,563.246
470.603,583.316
556.704,666.536
484.026,644.912
568.638,600.309
512.978,578.698
517.677,643.597
528.495,585.247
461.136,571.463
490.397,563.25
533.178,634.947
519.053,635.462
480.675,658.575
576.629,638.83
543.802,645.814
576.04,582.594
477.997,596.63
514.894,642.864
471.817,686.038
521.691,637.95
477.113,686.946
576.678,587.191
505.116,598.65
522.933,646.255
567.333,565.733
495.304,631.732
580.594,569.929
466.616,579.367
478.566,635.689
517.662,671.267
470.657,658.163
487.984,658.853
499.414,595.199
486.028,575.621
527.49,626.582
466.234,605.392
582.574,606.504
545.599,598.547
564.529,667.378
573.703,603.485
601.857,588.918
561.471,590.042
540.301,696.748
580.104,671.472
539.912,660.959
584.003,594.347
528.579,700.433
534.706,657.802
564.741,702.612
562.091,629.434
572.521,589.955
518.606,593.976
510.012,633.783
517.713,669.479
500.512,610.71
561.764,591.286
621.802,664.622
620.873,708.295
564.905,624.389
542.08,671.909
537.555,647.276
627,655.513
631.589,685.901
539.86,701.515
583.274,671.784
605.198,702.972
583.606,690.681
607.709,666.274
561.354,638.819
625.957,649.292
517.145,667.166
614.843,616.002
639.956,634.919
532.126,630.468
611.398,653.228
598.839,615.621
557.097,619.528
629.759,659.477
518.849,607.03
626.956,630.768
592.8,660.463
605.923,700.821
656.357,665.032
572.593,601.122
561.45,596.793
607.205,648.269
532.442,673.277
613.049,698.533
633.723,603.521
546.4,706.782
605.606,700.695
586.36,627.271
656.145,704.132
657.476,714.009
639.208,638.08
566.53,598.002
665.011,619.167
646.946,677.7
541.461,611.713
554.527,592.788
612.493,610.033
614.887,619.208
577.548,720.55
646.217,691.983
621.997,657.127
644.761,609.769
613.707,637.61
558.878,684.132
676.492,700.675
594.863,627.072
655.409,647.887
598.885,671.482
620.021,684.865
675.698,658.696
632.458,700.86
580.369,652.468
575.837,700.13
625.99,639.836
667.038,611.785
676.469,627.139
685.068,660.764
616.18,683.642
589.813,698.469
594.641,718.932
595.197,600.316
688.359,649.557
672.505,683.41
593.278,612.493
609.578,683.893
613.904,632.51
707.104,616.096
691.721,673.598
678.493,599
706.841,662.354
704.235,675.996
634.661,688.104
693.6,628.955
642.501,678.358
676.424,606.093
622.683,633.661
710.678,582.3
726.662,632.518
649.828,620.459
714.728,681.183
610.635,663.588
707.111,642.63
692.175,593.158
704.222,631.175
711.985,604.698
669.021,662.842
626.442,706.861
623.784,641.012
723.426,668.036
707.706,581.099
627.116,660.729
701.474,682.336
751.112,610.624
669.925,645.95
715.668,671.238
733.14,639.949
755.642,685.128
716.476,671.607
761.513,581.03
762.629,632.061
738.831,692.691
701.081,641.75
654.158,639.705
694.5,602.435
669.557,682.506
668.956,679.987
768.808,596.779
709.699,685.047
717.368,663.476
753.08,634.865
767.173,618.184
745.119,674.266
756.132,672.346
730.158,581.258
759.183,622.74
689.191,589.43
669.296,576.852
737.507,643.342
768.508,655.601
779.639,570.104
730.966,690.209
666.594,641.038
709.651,655.913
707.894,660.624
674.214,599.831
670.376,643.184
675.068,694.4
772.015,635.993
775.878,577.484
765.012,635.765
765.361,680.319
740.69,670.97
763.928,568.297
753.504,642.213
681.524,567.721
722.633,698.409
732.656,688.689
770.333,662.582
802.157,585.732
731.24,581.557
699.505,683.816
779.418,631.767
721.311,610.582
723.904,624.305
701.497,687.869
760.18,570.146
779.444,624.708
817.838,582.451
828.437,677.617
815.846,667.712
718.192,582.268
818.881,688.175
831.399,583.449
812.392,564.223
741.11,601.932
775.244,629.768
827.314,634.515
772.867,683.329
748.127,652.344
803.479,578.907
830.674,678.967
791.638,596.185
833.056,598.567
769.442,553.778
715.186,568.954
711.782,583.477
736.028,669.816
793.449,579.045
837.817,676.126
831.478,632.327
828.764,619.906
789.497,652.603
807.197,561.247
825.453,566.51
744.61,601.216
821.16,622.032
747.872,605.894
803.852,623.878
800.148,568.307
792.511,583.552
761.77,637.723
844.677,591.761
786.169,554.462
786.294,564.112
774.129,570.06
757.943,617.017
821.663,568.076
779.34,567.56
816.144,645.169
768.587,572.641
837.516,548.039
775.94,633.629
862.309,638.262
876.304,619.552
767.885,600.911
797.625,541.372
844.882,642.017
814.206,621.075
835.74,638.726
866.875,543.629
806.098,562.197
802.803,550.665
872.937,568.243
875.575,634.068
834.876,654.957
854.446,590.942
817.165,622.709
838.342,604.393
883.805,537.103
821.198,573.087
785.791,526.938
881.058,587.082
883.874,532.424
775.845,582.582
902.102,573.107
827.642,647.486
863.004,559.679
869.963,553.662
910.013,530.103
903.31,607.549
899.983,530.159
869.59,650.354
878.03,621.941
819.526,620.846
848.883,632.394
868.86,636.099
844.766,600.255
830.109,592.261
823.402,622.99
816.893,632.489
846.178,548.872
833.384,624.938
914.51,549.963
891.235,598.21
921.031,641.526
859.516,587.043
875.091,554.7
895.091,519.617
861.725,614.754
935.072,631.489
844.268,615.156
917.543,537.316
823.115,546.191
925.102,609.447
875.006,629.541
857.322,567.693
897.598,547.439
940.768,515.038
844.592,548.161
891.422,547.021
915.424,566.165
931.785,570.17
899.935,534.62
882.986,571.996
868.602,519.233
879.176,513.889
837.323,523.971
953.898,527.542
852.524,551.178
900.908,490.572
895.95,589.435
884.576,571.037
852.195,595.448
885.899,594.243
865.318,586.286
928.399,499.953
953.421,576.582
921.174,480.957
891.633,555.409
880.576,506.61
968.645,519.092
923.345,582.636
870.42,496.835
906.619,558.115
877.155,512.872
893.873,558.136
896.737,588.678
987.391,497.98
992.041,474.993
929.568,513.229
922.934,481.615
956.276,520.78
907.64,524.907
992.715,561.593
867.757,494.664
879.78,548.064
876.3,519.468
984.597,471.725
882.382,476.014
924.956,476.03
950.658,585.885
999.192,513.836
890.802,505.043
997.74,508.882
891.045,580.562
986.922,511.174
982.684,504.792
902.447,465.988
1017.49,494.079
958.37,519.481
912.498,460.514
974.48,513.678
937.01,462.486
1005.33,472.306
916.839,573.725
980.4,481.087
930.229,562.897
1023.18,506.637
1001.14,445.953
921.574,534.635
932.846,528.553
1006.87,515.58
902.758,526.337
998.614,552.319
994.909,526.333
903.525,543.83
961.885,465.216
937.936,509.255
985.319,495.872
933.311,463.049
992.667,476.079
928.299,488.232
963.541,485.363
1028.31,505.27
1036.08,468.612
971.628,487.059
970.41,422.099
1019.5,434.792
969.038,456.789
1044.06,425.735
1034.67,431.639
925.823,540.682
982.879,504.702
991.948,435.201
952.45,457.767
988.564,417.12
1057.4,475.594
1051.26,453.739
1056.88,442.483
959.613,454.534
936.816,417.057
1009.45,453.325
1001.18,427.335
938.638,490.514
994.27,414.975
1025.59,484.817
1061.06,434.945
971.901,472.69
1001.55,514.071
962.418,432.364
971.098,520.177
1028.5,472.235
940.677,509.222
1007.07,435.363
1048.21,477.149
941.732,405.619
1030.01,439.072
989.096,506.48
1014.37,465.634
999.175,469.578
1044.76,448.344
971.672,495.804
1022.39,379.805
1057.06,451.915
1048.22,429.155
947.52,503.099
1065.27,404.864
960.791,370.917
1061.42,441.051
992.941,434.631
997.051,492.852
1062.26,381.459
1054.68,376.383
972.981,452.972
988.246,461.705
1014.73,462.37
1049.37,466.268
1018.47,415.136
1015.45,412.592
1049.05,451.762
1082.63,366.971
1035.12,384.277
1062.11,361.736
979.259,397.351
1089.6,406.019
997.312,433.051
1052.58,420.567
1032,369.111
1077.65,416.485
1041.76,442.962
1079.38,358.727
1023.97,437.512
970.419,388.304
974.112,363.158
974.132,413.052
1079.66,360.796
1094.14,406.314
1062.16,350.054
1034.52,400.703
1001.02,434.69
1105.39,350.788
1086.38,423.304
1003.78,404.586
990.025,464.04
1093.27,427.881
1085.19,396.949
1102.04,334.481
1094.12,416.423
1034.49,343.379
1006.57,382.894
1099.86,344.629
1102.56,424.473
986.808,406.352
1089.91,457.004
1010.08,426.303
1098.31,457.065
1057.65,383.45
1053.8,451.466
1011.28,377.562
1096.94,403.584
1024.12,351.008
993.976,355.135
1042.34,399.575
1095.48,428.929
996.565,451.177
1098.88,445.805
1003.34,388.826
1024,407.216
994.523,390.035
1079.39,354.173
1033.77,388.307
1087.58,372.689
1079.27,387.41
1060.03,322.304
1081.48,349.316
1067.28,346.11
1004.53,308.223
1001.47,412.921
1029.57,347.64
996.841,421.864
1093.63,406.506
997.3,393.46
1053.74,391.768
1046.42,327.059
