x1,x2
591.398,275.367
605.96,302.51
593.309,300.925
595.548,319.244
624.803,324.759
593.164,303.915
560.76,343.48
583.313,314.119
601.268,355.43
632.391,338.134
573.445,329.544
622.66,358.368
588.308,331.572
589.184,322.617
640.989,364.515
629.206,304.462
616.114,358.567
580.827,331.935
566.075,334.806
633.643,296.155
575.585,324.181
589.072,323.485
632.727,340.935
628.854,314.891
645.998,306.118
608.511,356.168
575.877,298.255
633.852,322.595
643.455,306.994
590.855,320.065
613.87,332.269
592.502,307.643
604.093,311.477
644.443,373.319
610.66,343.945
650.025,332.398
582.623,324.418
594.027,329.232
640.512,312.96
575.966,340.789
642.326,390.37
575.919,323.522
651.567,370.878
591.247,395.844
644.278,361.077
591.813,346.403
662.917,377.731
615.055,377.749
596.024,317.028
650.612,342.976
615.042,315.568
591.14,391.433
639.168,386.643
595.769,337.658
620.917,350.379
605.354,372.75
652.411,383.505
633.999,353.387
631.372,377.551
623.896,346.251
619.093,397.761
668.067,356.658
628.243,387.346
632.679,350.856
657.007,393.076
669.07,353.919
635.319,353.067
602.801,374.004
601.632,363.296
635.402,352.054
646.338,363.242
644.062,397.819
684.876,353.599
676.974,370.26
654.756,409.493
644.768,415.174
688.094,411.797
664.318,344.811
694.467,355.482
676.317,408.384
684.328,354.022
617.7,352.929
631.558,348.4
675.604,402.344
700.279,387.882
631.781,357.508
703.542,422.865
664.491,426.64
621.302,425.699
655.563,400.821
683.226,376.549
624.955,379.967
677.033,438.682
653.508,394.784
691.855,398.465
678.586,426.101
700.37,436.757
635.244,422.012
638.203,364.277
639.777,367.103
700.742,375.925
644.286,433.694
730.458,396.64
715.903,399.603
700.177,369.987
715.142,433.425
696.062,374.331
698.958,362.693
691.56,422.658
654.666,394.19
664.009,409.54
695.667,411.153
682.79,408.517
735.917,412.913
700.926,389.152
692.557,379.275
744.297,385.489
686.333,450.368
680.53,414.861
728.07,414.261
729.781,391.877
743.77,372.961
784.882,412.628
743.2,404.238
741.841,422.045
762.88,425.84
724.553,450.515
758.658,398.923
722.997,411.701
792.321,382.303
779.486,385.947
784.991,409.28
758.342,367.741
726.356,429.74
750.902,398.019
734.157,438.839
800.621,407.244
738.836,438.598
799.554,421.604
782.721,401.365
794.576,415.159
770.447,419.393
777.416,422.714
758.795,395.318
770.61,398.784
785.315,383.12
806.177,417.599
760.209,428.46
785.949,358.512
756.712,413.515
745.288,407.793
738.986,423.797
745.997,426.118
773.02,371.759
782.042,354.594
823.846,395.7
764.401,412.818
748.75,364.935
817.724,359.421
828.138,344.697
761.206,426.721
756.193,349.355
822.33,381.563
825.065,414.914
782.305,410.62
755.011,411.171
752.772,409.207
796.66,335.345
773.795,350.157
769.571,356.121
816.446,372.879
784.038,348.871
793.754,334.048
812.115,374.904
794.82,356.684
771.661,331.98
794.687,326.102
809.491,376.982
788.393,372.792
759.068,391.955
786.141,354.697
765.115,346.997
798.004,319.559
825.703,390.54
816.988,365.917
783.805,320.273
786.338,359.023
839.733,352.765
825.002,320.811
769.723,333.791
792.76,343.509
838.284,368.808
785.597,352.673
757.987,370.025
832.451,362.539
838.538,293.113
833.285,369.599
805.384,305.974
765.416,361.946
783.311,320.225
778.841,294.35
817.388,324.623
765.635,323.723
790.481,286.257
797.82,297.552
828.397,324.863
769.235,333.94
773.498,321.112
824.511,305.467
819.261,281.176
779.355,310.496
764.575,345.588
815.802,289.489
807.593,282.413
779.718,284.715
785.149,306.839
811.425,328.395
751.052,293.497
747.125,343.518
803.577,279.592
762.731,266.747
764.495,345.833
750.777,258.701
775.351,267.427
756.056,253.818
762.773,258.966
799.229,304.366
816.968,289.463
741.137,270.235
785.656,266.489
794.711,307.023
773.99,328.654
810.111,244.208
770.094,263.794
758.145,254.596
758.329,253.929
777.679,244.096
751.489,260.002
768.782,282.563
744.169,236.376
753.417,235.992
734.425,277.206
784.912,225.279
800.721,250.772
749.965,241.748
763.024,308.365
792.024,298.595
798.235,291.818
749.677,233.511
758.826,296.948
767.022,279.204
743.037,308.337
727.82,260.342
748.828,239.644
717.443,286.518
731.026,215.532
745.3,215.638
763.318,277.66
767.531,234.279
796.77,222.494
742.383,288.35
734.034,233.565
748.183,217.767
718.31,228.994
749.025,238.948
785.6,255.857
723.228,245.848
749.345,211.314
752.015,281.735
752.875,276.835
763.382,244.061
746.214,288.291
744.683,266.814
744.709,200.771
747.041,227.137
731.866,216.287
704.232,278.994
729.569,225.48
767.436,268.531
759.762,217.006
702.037,213.658
728.317,250.651
707.66,258.557
732.068,256.266
737.479,234.23
711.848,223.608
737.022,224.949
741.126,228.004
724.444,240.537
735.912,264.028
746.843,252.396
768.329,270.896
678.26,270.046
697.764,222.655
705.746,239.038
706.344,242.023
721.803,211.825
713.345,234.495
751.374,247.995
677.985,232.726
730.313,220.956
675.647,280.725
707.967,267.151
667.594,237.07
681.754,300.49
674.894,236.821
676.967,282.953
651.216,239.702
708.372,294.871
698.291,235.067
653.725,291.616
718.101,239.45
694.017,233.513
663.601,289.966
650.48,288.695
670.752,270.262
640.679,245.569
665.977,226.304
639.437,262.861
637.746,253.086
654.543,251.676
646.783,232.102
704.855,297.472
669.6,313.679
654.601,313.466
712.035,309.72
711.035,236.632
674.847,234.967
633.562,269.797
649.819,264.549
678.338,278.187
661.485,278.221
631.6,309.408
634.198,294.986
655.145,315.569
674.817,321.864
695.627,255.976
682.431,331.348
669.908,326.542
640.211,317.448
695.466,326.563
712.51,320.219
664.172,319.963
699.851,296.737
676.919,303.124
707.366,297.693
692.596,327.833
677.007,267.404
665.393,274.402
683.429,290.726
643.812,279.187
652.836,322.763
679.886,364.959
730.518,303.547
701.268,292.159
690.139,330.789
694.296,303.49
707.827,336.192
696.558,364.346
672.896,288.58
647.699,342.183
651.868,360.891
666.263,349.159
664.671,292.816
698.539,324.357
662.229,319.421
696.292,333.368
728.439,304.612
691.222,374.601
698.695,327.115
730.327,343.159
678.898,359.077
679.81,314.174
705.244,345.665
745.7,357.196
688.699,303.487
725.563,344.824
742.762,366.839
723.399,328.825
692.946,319.024
734.384,301.141
722.731,311.27
689.612,363.896
749.325,307.659
738.831,380.87
675.284,369.726
702.752,313.907
745.605,318.648
693.104,352.708
723.063,349.926
728.778,350.357
681.349,323.991
765.987,327.836
742.406,380.257
735.795,319.472
713.029,312.061
682.644,329.826
749.188,321.41
704.895,369.703
752.007,360.933
723.697,373.309
720.183,308.59
739.291,289.488
698.403,362.602
774.162,332.388
771.821,289.433
738.87,326.616
700.297,359.991
724.053,305.851
760.145,317.405
746.489,348.595
721.686,334.519
712.268,333.424
705.545,315.963
720.84,318.142
735.07,353.502
714.226,321.472
709.589,288.214
699.482,282.642
764.514,318.316
721.128,354.076
693.369,328.107
723.97,332.448
754.326,342.099
761.423,353.749
758.122,279.827
709.805,320.421
751.316,293.127
730.747,281.724
705.262,351.72
773.713,329.905
728.742,320.447
324.466,444.628
378.409,482.836
387.86,466.69
395.557,520.816
305.394,458.887
324.847,502.252
379.683,507.409
323.646,452.776
414.673,496.9
420.058,506.78
406.469,475.641
365.125,509.726
403.272,466.97
339.228,535.079
308.767,451.136
300.371,457.008
286.198,556.435
409.874,487.762
348.224,540.951
371.775,442.372
282.415,464.261
276.191,519.337
376.401,507.667
305.171,526.17
282.573,483.73
395.464,547.144
360.478,456.888
289.098,531.778
289.885,451.349
394.141,526.815
352.832,521.954
281.736,513.145
379.227,558.457
302.516,486.899
349.768,444.662
296.198,510.219
298.852,448.947
299.822,517.888
314.86,521.865
355.437,495.85
241.359,495.883
258.357,535.345
354.331,524.624
315.056,477.25
340.701,569.053
261.628,496.569
244.329,472.004
360.965,477.851
248.424,564.431
286.526,470.981
269.996,458.871
230.623,556.407
295.417,458.254
317.982,503.052
237.923,513.237
280.367,474.907
295.413,485.007
304.474,517.12
337.5,493.748
307.209,520.744
261.264,594.943
264.506,532.222
268.893,579.685
266.296,544.111
224.505,476.505
289.023,526.622
256.277,534.336
331.151,476.408
266.694,595.352
246.543,585.61
277.122,545.455
229.058,578.197
276.931,525.95
329.098,582.478
290.419,484.69
313.414,551.31
235.684,592.184
341.965,538.346
351.074,484.597
346.534,512.291
317.982,526.127
249.342,604.364
271.266,533.67
252.344,629.12
240.017,553.719
231.488,539.371
249.269,594.078
282.084,625.74
273.932,508.39
312.715,582.217
278.248,577.13
344.717,515.959
292.21,513.188
337.58,526.911
307.309,600.1
353.089,562.826
335.778,567.253
360.279,634.595
356.091,521.368
332.861,556.301
321.389,539.133
287.637,615.126
250.846,627.969
239.772,647.969
368.504,602.239
283.888,618.303
308.677,633.731
357.82,534.203
350.638,641.23
304.343,551.967
334.805,663.583
319.471,629.198
293.785,588.271
275.684,665.527
329.765,636.043
355.763,608.236
366.46,603.147
360.207,633.13
345.603,550.672
365.238,586.101
372.039,626.35
312.106,570.438
276.764,669.69
324.552,627.758
296.687,645.526
304.794,587.436
367.75,636.141
308.061,657.716
281.535,614.018
296.448,657.148
364.257,677.656
381.271,625.157
396.333,626.403
333.418,656.15
332.18,602.754
345.871,586.458
327.226,586.876
336.68,659.368
290.568,689.415
416.249,582.125
356.297,702.664
378.128,609.77
342.286,644.508
400.863,707.354
364.916,672.86
334.178,606.232
424.954,609.555
311.828,730.143
363.528,723.76
319.988,621.756
367.46,653.371
440.256,715.844
377.284,743.83
426.529,740.592
454.056,630.242
379.443,713.036
356.257,635.659
457.319,692.666
397.455,668.015
360.266,661.641
442.831,684.717
424.348,725.205
436.911,689.603
448.958,687.399
512.811,617.768
481.81,671.485
464.187,650.559
435.641,638.978
519.125,654.824
525.033,702.648
542.915,661.944
533.002,728.288
494.384,609.518
466.179,663.887
535.367,619.512
477.581,733.384
511.792,625.075
450.727,700.33
539.003,626.54
542.412,679.108
460.284,705.654
499.632,647.145
548.572,714.621
494.977,667.592
491.61,628.24
462.958,615.608
482.2,655.605
508.965,684.147
490.145,636.193
525.37,698.804
574.176,668.148
586.974,615.746
523.625,664.966
526.652,654.432
506.436,547.896
534.029,569.752
556.996,663.993
529.435,581.973
479.736,616.683
503.263,599.061
455.446,587.06
497.074,550.573
562.132,606.107
523.701,634.986
488.861,638.289
518.677,611.301
527.085,537.539
569.115,533.822
494.108,552.212
563.467,553.027
511.776,564.281
512.665,559.035
546.194,531.698
516.223,611.822
534.167,615.863
543.678,578.508
455.572,542.293
498.296,546.156
467.08,510.861
531.566,536.949
464.259,510.895
550.941,605.331
440.392,550.288
446.827,585.61
434.622,606.098
459.824,559.158
473.446,602.547
453.259,508.128
516.965,520.325
474.517,544.51
456.49,523.931
471.91,587.309
502.241,501.471
423.342,541.935
529.01,567.369
539.296,603.389
494.787,477.21
418.299,591.768
533.466,502.274
516.78,571.938
445.797,524.797
452.918,530.539
434.853,588.905
454.695,546.595
439.244,535.501
413.968,469.871
415.729,591.47
465.197,556.378
397.222,544.213
398.589,478.944
442.626,530.068
376.542,553.716
419.12,511.499
452.036,567.025
481.982,549.293
491.433,509.158
388.248,573.063
382.052,567.354
381.764,560.07
415.922,543.681
367.709,513.118
401.941,456.074
411.006,560.537
419.722,507.494
460.778,537.813
374.965,439.06
369.852,519.793
393.156,447.752
432.426,450.872
378.016,483.87
407.699,511.149
347.535,490.048
413.092,533.531
343.761,520.372
458.494,543.436
376.751,545.234
350.684,550.578
464.142,439.854
347.052,447.876
416.724,563.631
417.11,488.689
334.791,489.557
449.723,500.534
428.906,453.366
409.908,543.866
360.464,558.981
451.589,518.392
422.824,557.65
362.761,473.554
350.304,516.756
383.376,502.258
323.946,477.904
377.05,466.185
390.238,475.656
321.662,501.325
336.793,531.421
438.249,448.907
396.572,481.592
320.331,562.045
390.842,489.192
377.136,519.532
400.249,499.941
395.968,533.348
364.995,517.207
368.501,530.301
386.94,504.181
403.759,557.719
340.129,529.128
301.212,573.22
315.333,470.944
310.306,502.407
333.987,558.318
296.409,566.75
357.944,524.57
320.248,574.582
382.676,569.128
330.478,564.896
412.943,507.625
366.364,509.986
357.133,519.802
400.161,526.868
352.341,556.696
313.573,512.264
410.781,562.393
397.804,586.529
335.627,580.32
368.625,630.482
365.155,559.086
397.905,571.324
322.387,628.672
312.663,588.448
318.405,561.959
410.454,525.013
393.862,634.146
389.638,592.773
401.596,621.376
337.809,548.155
387.792,544.783
356.349,551.502
388.246,578.166
449.894,564.518
386.078,576.869
342.007,600.449
423.105,575.068
370.659,588.937
342.133,615.414
341.942,579.726
437.583,626.877
375.276,615.507
415.172,589.59
452.009,601.711
369.726,558.585
382.281,586.028
348.719,603.221
380.751,618.599
468.552,645.072
441.645,680.541
392.908,579.223
368.995,606.832
366.853,679.53
411.998,587.727
428.03,650.906
419.493,689.869
418.089,680.203
402.073,638.603
355.056,578.536
439.091,581.093
465.43,588.437
410.026,695.273
480.809,647.161
436.66,650.328
449.6,629.001
390.324,648.304
496.191,634.897
433.961,686.394
396.752,631.131
384.059,689.141
434.383,651.517
416.57,642.513
457.253,634.909
487.424,661.694
486.649,673.916
377.901,657.474
395.167,706.354
399.635,640.74
508.662,576.068
488.568,676.209
499.906,583.124
458.139,664.904
488.56,624.497
505.577,642.545
386.844,621.023
384.807,640.589
488.746,579.252
460.958,585.903
463.592,603.161
411.791,613.256
503.378,570.82
390.849,691.635
510.305,589.027
1119.51,590.149
1112.87,592.539
1116.86,590.705
1186.77,545.023
1213.29,553.317
1131.66,492.881
1193.37,537.626
1197.94,593.399
1138.25,526.787
1107.85,513.202
1168.87,527.695
1211.1,489.013
1151.74,465.543
1188.83,591.921
1140.88,491.451
1180.23,496.978
1102.56,505.398
1162.35,485.608
1176.93,498.382
1127.09,507.877
1117.74,553.557
1103.76,533.386
1159.15,496.404
1150.02,472.829
1098.61,455.425
1091.29,493.097
1166.62,562.61
1054.91,506.934
1121.57,545.381
1048.95,560.581
1110.42,445.66
1126.74,470.733
1048.83,541.334
1044.97,453.313
1086.75,560.961
1064.42,558.364
1095.15,550.038
1027.5,507.159
1129.72,555.447
1090.28,437.431
1094.43,466.621
1093.58,453.713
1082.52,479.09
978.468,547.443
1029.61,426.104
1027.06,446.255
1077.47,548.956
1093.96,444.494
1078.14,472.042
1108.54,553.927
999.908,500.71
969.917,537.98
990.839,531.792
985.264,527.191
1058.25,471.612
1014.38,486.382
1016.79,474.55
968.903,457.325
1053.54,435.855
1028.3,479.719
982.588,492.027
1068.07,491.284
966.576,486.926
957,488.996
1084.83,497.618
1076.49,473.958
980.961,490.318
1007.28,558.927
961.593,558.781
969.952,517.704
977.899,466.277
1044.72,544.246
1004.35,462.884
947.823,515.225
994.179,515.639
973.379,528.056
954.121,476.559
977.55,571.741
1002.8,484.711
1000.57,488.412
1035.31,545.402
1001.92,582.834
1046.73,537.237
1033.77,546.347
934.672,533.196
1000.46,542.253
961.266,467.903
982.695,526.261
971.666,575.307
1024.32,570.174
960.2,524.921
926.497,564.651
932.072,478.74
959.652,574.06
942.975,495.133
1008.93,550.108
960.744,539.927
986.121,499.252
916.713,570.794
1007.19,483.35
944.664,541.675
918.406,506.024
1038,564.366
1015.76,549.669
1033.2,537.211
972.646,607.869
954.431,497.438
1008.82,505.094
973.965,549.125
999.427,537.711
972.488,564.507
1021.43,597.586
912.721,582.925
992.849,625.75
978.992,572.338
1012.73,566.069
929.411,569.64
973.49,559.954
1044.36,640.431
1026.8,596.117
1011.62,597.97
1043.92,560.419
923.554,652.846
939.44,557.912
1037.42,633.588
950.838,623.947
1020.47,616.591
1038.26,578.257
986.895,557.417
996.715,581.073
1028.96,685.343
1057.08,673.896
1060.85,628.576
949.378,588.112
1018.62,668.094
981.317,561.018
952.815,632.698
1010.3,629.72
950.843,584.614
1017.6,570.294
944.565,648.076
1024.75,683.606
1006.8,697.463
993.23,600.28
974.734,653.676
1025.49,681.784
1064.32,640.732
1057.34,617.493
981.117,596.311
987.046,604.743
1011.68,622.999
995.526,593.767
1013.08,690.662
974.54,664.116
997.007,621.295
1057.45,616.588
1015.28,661.32
1084.22,597.76
960.057,622.464
996.37,604.455
1058,696.359
1048.46,629.536
1072.45,603.814
1018.98,611.792
1059.1,715.219
971.554,612.603
985.59,621.814
1093.73,595.248
1048.39,666.867
1083.97,652.714
1052.92,642.501
1064.33,636.93
1016.88,721.725
1048.45,661.333
1047.58,660.984
1089.76,675.032
997.601,601.47
1087.78,657.763
1026.7,676.546
1023.8,670.216
1083.74,627.706
1078.48,594.129
1076.05,662.717
1063.54,648.064
1056.43,599.546
1033.46,648.888
1021.46,700.413
1108.24,684.823
1016.3,634.134
1071.87,720.04
989.66,709.543
1052.27,636.609
1014.05,653.307
1026.84,636.889
1055.59,712.773
991.957,710.777
1074.67,594.19
1113.71,690.63
1000.06,639.786
1051.93,656.951
1030.82,607.668
1107.94,599.78
1077.2,691.501
1143.45,623.769
1146.58,710.471
1036.35,679.977
1132.25,593.632
1065.14,646.85
1028.28,602.718
1039.49,660.131
1114.22,662.255
1142.83,659.102
1183.17,610.624
1070.88,610.649
1082.25,652.31
1120.59,683.051
1154.14,678.563
1170.58,690.688
1121.25,576.142
1119.81,637.767
1083.37,591.8
1083.16,684.288
1089.4,568.496
1143.78,658.477
1109.23,694.866
1098.54,633.578
1170.44,667.846
1109.17,570.541
1150.22,568.727
1112.92,612.953
1209.55,561.351
1123.16,658.34
1139.37,586.44
1192.44,623.719
1115.09,671.174
1175.29,618.038
1113.06,579.766
1210.14,608.02
1146.86,606.218
1203.55,662.024
1165.51,621.558
1191.02,583.083
1203.22,665.699
1123.83,654.215
1159.18,614.161
1219.83,559.954
1196.78,628.948
1195.32,650.888
1172.7,601.765
1123.36,617.992
1239.17,561.864
1121.48,562.522
1138.48,581.646
1199.85,623.692
1191.45,620.559
1177.4,536.743
1161.07,543.974
1126.58,638.235
1144.88,660.39
1155.91,642.305
1117.86,549.984
1127.22,542.798
1225.97,608.765
1122.2,512.28
1224.92,604.987
1125.78,548.337
1190.98,629.151
1195.94,532.491
1163.18,574.03
1228.49,626.164
1192.94,598.843
1223.53,606.281
1201.81,542.846
1147.7,507.447
1129.31,607.097
1150.68,494.933
1209.35,576.737
1134.74,582.665
1140.11,566.308
1219.35,589.819
1109.58,589.978
1092.66,606.599
1117.54,501.71
1124.89,592.153
1123.82,575.573
1158.19,496.289
1108.12,604.87
1089.34,602.825
1203.33,538.558
1190.2,486.7
1137.39,545.715
1198.5,559.235
1115.04,491.921
1187.88,519.989
1117.51,495.395
1137.27,570.114
1105.91,561.573
1129.23,559.288
1131.3,506.229
1093.41,555.316
1057.62,577.839
1094.94,455.539
1087.74,499.861
1107.79,476.696
1174.49,577.027
1158.52,573.704
1081.2,498.043
1078.93,560.723
1086.31,555.067
1143.5,505.566
1128.43,467.557
1171.28,451.228
1169.26,505.083
1153.91,539.837
1099,453.371
1127.08,524.824
1110.68,538.04
1122.77,551.852
1079.71,444.273
1127.47,524.187
1076.13,488.891
1042.02,550.869
1111.24,488.924
1091.44,447.129
1051.66,551.239
1065.37,487.905
1064.66,513.457
1053.1,449.008
1074.16,480.853
1033.17,503.24
1048.34,495.24
1091.44,445.297
1023.59,534.815
1046.87,441.422
1073.98,524.78
1015.17,507.632
1024.65,555.323
1110.32,543.125
1138.86,484.442
1037.68,484.503
1075.46,515.172
1009.79,563.373
1064.85,492.331
1065.67,492.562
1090.35,511.783
1116.15,537.404
1127.76,559.141
1042.41,492.594
1045.55,538.041
1033.58,513.102
1103.66,500.253
1047.49,490.027
1026.74,489.354
1107.77,556.002
1069.4,593.001
1111.18,552.48
1017.99,536.541
1076.19,540.477
1075.28,519.272
1063.78,543.533
1027.14,589.871
1004.91,495.731
1069.38,580.205
1079.72,533.57
1078,531.598
1011.61,573.482
987.056,489.466
979.793,483.956
1021.05,522.589
1084.67,523.575
999.547,534.629
1022.61,569.258
998.188,605.343
1063.8,607.96
988.266,557.782
1003,612.44
990.409,542.777
1100.83,553.445
1092.51,574.013
1045.53,622.512
1082.98,563.129
1072,586.416
1051.55,539.156
1027.69,576.422
1011.78,632.476
990.643,624.389
988.553,599.876
1092.38,544.67
1065.68,563.141
1066.1,513.211
1018.63,611.077
1041.98,576.055
1103.78,591.214
987.874,593.211
1044.71,617.265
986.733,607.88
1008.47,599.866
986.388,553.753
1111.85,595.893
1102.96,526.786
1018.36,612.304
1014.94,578.576
1117.57,633.262
1104.99,652.297
1068.7,579.262
1064.51,595.217
1016.4,566.569
1112.7,578.645
1110.95,594.665
1021.01,539.533
1108.32,585.51
1055.48,559.74
1039.8,632.394
1114.84,644.056
1086.93,610.003
1023.16,560.397
1132.09,607.081
1102.9,607.589
1071.01,625.248
1078.73,649.671
1069.86,617.188
1069.95,611.094
1112.18,643.154
1025.74,573.454
1100.6,656.78
1048.43,590.143
1024.52,653.643
1123.71,630.429
1046.14,576.424
1046.31,587.445
1146.96,646.405
1049.28,573.658
1104.92,609.732
1068.23,556.401
1051.63,637.434
1108.72,626.194
1056.2,555.82
1090.45,547.076
1097.84,564.816
1039.29,584.955
1058.69,634.999
1152.14,617.644
1101.78,599.79
1118.58,649.241
1103.84,665.517
1044.33,625.09
1144.52,680.595
1042.62,619.737
1036.91,639.036
1139.25,628.271
1169.91,650.73
1146.96,610.335
1059.98,559.666
1110.75,614.762
1135.86,595.772
1097.59,572.249
1155.55,583.996
1129.01,637.83
1079.97,620.707
1074.9,563.911
